point_id,source_file,sensor_1,sensor_2,sensor_3,prediction,distance
34360462911,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_78.csv,0.033875,0.0022888,4.9207,1,1.1072286313623412
25769975448,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_93.csv,0.0024414,0.016327,0.045166,0,2.3651850604793783
25771023194,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_60.csv,0.020752,-0.0021362,0.061035,0,0.3103980313648642
34360295435,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_109.csv,0.025024,0.0074768,0.0354,0,0.7671441817143707
34361429696,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_13.csv,0.0091553,-0.0012207,4.9158,1,1.1141808758034346
60130527014,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_68.csv,-0.0019836,0.013275,4.9194,1,2.463680840183351
8591287792,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_41.csv,0.016632,-0.0019836,4.9316,1,0.5172065296094157
8590036556,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_30.csv,0.011597,0.0053406,0.041504,0,1.0193955548386968
34360715669,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_9.csv,0.020905,0.0061035,0.047607,0,0.5695186955761337
1180849,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_71.csv,0.024872,0.0010681,4.9084,1,0.2994000439280593
34360364856,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_109.csv,0.032654,-0.0088501,0.05249,0,1.3940469988047486
8590490167,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_70.csv,0.019531,0.0059509,4.9292,1,0.576408262494574
51541100743,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_17.csv,0.034485,-0.0035095,0.062256,0,1.2149153590673594
8589941626,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_30.csv,0.014343,-0.005188,0.039063,0,0.8994287870512286
8590241969,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_64.csv,0.02182,0.0038147,4.9329,1,0.3261477415327264
42949689460,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_11.csv,0.068817,-0.025177,0.046387,0,4.97783252971676
42950363482,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_81.csv,0.021362,-0.0057983,4.8987,1,0.6825127204009067
60129565734,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_105.csv,0.012512,0.0074768,0.03418,0,1.08057005503272
97853,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_25.csv,0.016479,-0.0097656,0.047607,0,1.1918829500182067
264781,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_47.csv,0.016479,0.00015259,4.9353,1,0.45059098805446607
8590519720,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_70.csv,0.024567,0.0056458,0.05127,0,0.5754557381390337
51540163313,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_19.csv,0.0093079,-0.02243,4.917,1,2.655537328988412
17180389187,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_39.csv,0.024414,0.0030518,0.054932,0,0.3424991395098809
42950445802,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_81.csv,0.02594,0.0013733,0.061035,0,0.38072352845074353
51540288147,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_90.csv,0.016327,-0.00076294,4.9011,1,0.4854325915990252
51541007003,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_22.csv,0.0099182,0.014038,0.057373,0,1.7443119003762029
1265030,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_24.csv,0.019531,0.0090027,0.042725,0,0.8900692614731253
51541431544,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_102.csv,0.02655,-0.0036621,0.037842,0,0.6273947081119631
34361380926,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_13.csv,0.034637,0.022278,0.037842,0,2.533320239318488
1517508,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_55.csv,0.02243,-0.00061035,0.053711,0,0.15232267426843257
17180747766,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_77.csv,0.027924,0.0027466,0.057373,0,0.5900288408482715
51540168207,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_19.csv,0.033569,-0.020752,0.057373,0,2.4822323343053383
8591461551,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_34.csv,0.024261,-0.016327,0.03418,0,1.7995932671816919
42950089386,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_103.csv,0.027313,-0.00076294,0.037842,0,0.5195728757123358
25771214474,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_94.csv,0.016327,-0.002594,4.9097,1,0.576033761656212
8591176143,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_59.csv,0.013733,0.0038147,4.9121,1,0.7626365025824884
60130627062,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,0.024567,0.01709,0.037842,0,1.7346869708831316
60129599990,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_105.csv,0.016479,-0.020752,0.05127,0,2.296411742952107
34359944389,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_97.csv,0.032654,0.0042725,4.9353,1,1.0548219162588541
51540304721,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_90.csv,0.03952,0.010681,0.041504,0,1.8921805179378826
51540534202,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_85.csv,0.016174,-0.0030518,4.9329,1,0.6165296315757646
219132,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_47.csv,0.025482,0.004425,4.9084,1,0.5239546371355266
34361156476,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_92.csv,0.011292,-0.015869,4.9268,1,1.959737082389163
25770280341,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_38.csv,0.010986,0.010834,0.041504,0,1.4243946177692741
42950635760,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,0.032196,-0.00091553,0.05127,0,0.9442262093380336
8591003183,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_31.csv,0.028229,0.0042725,0.050049,0,0.6872784703944901
42949859934,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_10.csv,0.0354,0.041351,0.040283,0,4.427614130299794
1221708,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_24.csv,0.017548,0.0018311,0.063477,0,0.3874686567354698
361930,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_62.csv,0.025177,0.00076294,4.9353,1,0.324308827276243
8590117499,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_106.csv,0.02243,0.0019836,4.9329,1,0.15588323299028675
17179956332,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_53.csv,0.028076,0.0035095,4.9084,1,0.6506754723145206
8590804210,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_29.csv,0.038452,0.012817,4.9109,1,1.9646031836529538
42950437884,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_81.csv,0.025177,0.010834,0.058594,0,1.1041099832662105
43072,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_25.csv,0.0080872,0.010986,0.046387,0,1.6178151200928321
51540147582,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_19.csv,0.020752,0.0,0.061035,0,0.11338257545876855
60130657922,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,0.0050354,-0.012512,0.065918,0,2.0259708743888543
25771369969,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_32.csv,0.053711,0.0099182,4.9084,1,3.0111797127550077
17180950534,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_79.csv,0.015259,-0.0039673,4.9097,1,0.7404800545873886
17181553551,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_73.csv,0.0099182,0.0054932,0.061035,0,1.159222268862437
8590115306,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_106.csv,-0.0015259,-0.007019,0.057373,0,2.213017294807618
60129615794,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_105.csv,0.016632,0.029144,4.917,1,3.010338659851137
34360695922,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_9.csv,0.021515,-0.0038147,0.050049,0,0.47463351786632835
620643,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_54.csv,0.020447,-0.0032043,4.9207,1,0.4214145883514606
25770154336,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_75.csv,0.02243,0.00061035,4.9304,1,0.0818146256468181
230120,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_47.csv,0.018616,0.015717,0.063477,0,1.5961114701808519
25771152497,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_94.csv,0.020905,-0.0093079,4.9341,1,1.0515528794704854
34361441041,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_13.csv,0.045776,0.023956,0.047607,0,3.2369449231822576
60130829016,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_57.csv,0.0056458,0.02121,4.9146,1,2.5672801893503134
8590435782,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_15.csv,0.028076,0.002594,4.9463,1,0.61366631068613
60130262837,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_58.csv,0.041656,-0.0013733,4.9194,1,1.7976882712005742
60130410506,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_1.csv,0.022888,-0.0030518,0.064697,0,0.40783845005399083
17180833399,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_5.csv,0.01709,0.0028992,4.9341,1,0.4545075794341604
51540929002,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_82.csv,0.021362,0.013275,0.073242,0,1.3168150722786982
17180950404,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_79.csv,0.013428,-0.0013733,0.05249,0,0.7661620603437713
42950222589,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_76.csv,0.018616,0.0068665,0.047607,0,0.7009639036443351
25769884760,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_14.csv,0.019226,0.0036621,0.021973,0,0.3800158695591591
25771522947,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_69.csv,0.021362,0.00091553,4.9268,1,0.026153781103826775
25771253429,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_94.csv,0.019989,0.0074768,0.057373,0,0.7251840900575209
42949864073,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_10.csv,0.054626,0.0054932,4.9329,1,2.97607366115804
8590946057,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_44.csv,0.021973,0.004425,0.042725,0,0.3897880210636644
25771506258,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_69.csv,0.021667,-0.00061035,4.9072,1,0.13936481790482677
1012655,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_84.csv,0.022125,0.0,4.8499,1,0.09542317213137969
34361263458,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_42.csv,0.024719,-0.00030518,0.045166,0,0.28672240326833776
60130056319,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_66.csv,0.027771,0.0015259,4.9353,1,0.5605583646720668
60129967599,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_66.csv,0.023651,-0.0035095,0.063477,0,0.47442251138419494
34361597677,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_95.csv,0.0080872,0.0048828,0.047607,0,1.2842644413164508
42950499886,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_51.csv,0.019531,0.0057983,4.928,1,0.5611999234616372
25771132506,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_60.csv,0.018005,-0.00015259,4.906,1,0.32437256216286275
1602406,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_88.csv,0.018158,-0.0012207,0.063477,0,0.3746709161130964
42950757968,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_96.csv,0.025635,-0.00076294,0.067139,0,0.3801810927679914
17180111547,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_87.csv,0.016785,0.010376,4.9084,1,1.0959201204547746
25769906324,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_14.csv,0.019531,-0.011139,0.041504,0,1.2567695466901285
34361403886,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_13.csv,0.0354,-0.014954,0.050049,0,2.0408311098068133
25771181334,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_94.csv,0.0094604,-0.0033569,4.9182,1,1.1505396408557749
34360622106,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_100.csv,0.022278,0.0039673,0.041504,0,0.34479529092028943
8589962196,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_30.csv,0.04425,0.0062561,0.058594,0,2.079614952508415
42949816936,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_10.csv,0.046082,0.019531,4.9292,1,2.9368494025214256
60129725768,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_67.csv,0.024719,-0.0028992,4.9255,1,0.4730145647136578
8590298632,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_64.csv,0.024261,0.0071716,0.059814,0,0.7134853017448344
51541061464,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_22.csv,0.012512,-0.010376,4.9182,1,1.4097283527255142
25769852165,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_14.csv,0.024719,0.0047302,0.046387,0,0.49814544017833395
51540020641,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_99.csv,0.029755,0.0099182,4.9268,1,1.2094752475366224
51540665172,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_61.csv,0.025787,0.0033569,4.9158,1,0.46874420137081135
8589963960,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_30.csv,-0.016174,0.018616,4.9268,1,3.830768453148943
450033,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_46.csv,0.019226,0.00076294,0.059814,0,0.22065839811251878
17181053024,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_79.csv,0.019836,-0.0062561,4.9316,1,0.7454463122856213
34360696946,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_9.csv,0.030975,-0.0099182,4.9158,1,1.3939697983841877
132975,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_25.csv,0.036774,0.016022,4.9097,1,2.0976608311870706
25769965556,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_93.csv,0.0067139,-0.0086975,0.045166,0,1.6550236747496974
51540318476,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_90.csv,0.027771,-0.0056458,0.042725,0,0.8554177428215046
25771123011,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_60.csv,0.020447,0.0021362,0.062256,0,0.18686617777054448
25770905237,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_52.csv,0.011292,-0.018311,4.9329,1,2.1898218130458753
34361327667,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_42.csv,0.032043,-0.0028992,4.9316,1,1.006467549618312
42951516479,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_49.csv,0.026855,-0.0041199,4.9341,1,0.692934236083599
8591071378,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_31.csv,0.021057,-0.0021362,4.9182,1,0.30143552172164034
1427691,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_40.csv,0.010681,-0.00091553,0.05249,0,0.9925216907227306
17180817734,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_5.csv,0.019989,-0.0016785,0.063477,0,0.2935017382754853
34360968320,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_3.csv,0.010681,0.0061035,0.058594,0,1.1292533677438066
34360849372,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_35.csv,0.023499,0.0062561,0.062256,0,0.6020794644459702
34359885172,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_97.csv,0.034027,0.0045776,4.9121,1,1.1799555863288214
42950146760,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_103.csv,0.023499,0.0080872,4.9329,1,0.7923355480033129
34360893693,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_35.csv,0.024567,-0.0057983,4.939,1,0.7339411953224674
25771283157,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_32.csv,0.0010681,0.013733,0.036621,0,2.282326772773613
732395,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_72.csv,0.03067,0.0068665,0.057373,0,1.0225116141877184
8591571572,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_12.csv,0.019684,0.0019836,0.050049,0,0.2239737486999003
34360305529,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_109.csv,0.01709,-0.0059509,0.058594,0,0.8095545663858125
42950175906,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_103.csv,0.011749,0.030975,0.048828,0,3.2917660158576565
25771226130,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_94.csv,0.017242,0.00076294,4.9353,1,0.3791832991745301
34360443255,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_78.csv,0.013885,0.0016785,0.041504,0,0.7012319890729958
34360196800,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_74.csv,0.028992,0.0047302,4.9048,1,0.7845964585706833
17180253144,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_18.csv,0.019684,-0.004425,0.058594,0,0.5675489977189125
60130925914,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_37.csv,0.019379,0.0071716,0.058594,0,0.707838991686217
8591466587,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_34.csv,0.024872,0.0,0.040283,0,0.28954789284797344
60130164455,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_86.csv,0.00030518,0.0053406,0.0354,0,1.9582121969857187
8591545984,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_12.csv,0.018158,0.00015259,4.9194,1,0.30361582949038557
8591312709,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_41.csv,0.034027,0.0035095,0.05127,0,1.1296512468832483
8591582590,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_12.csv,0.032654,0.0062561,0.0354,0,1.1300831787575873
8590577305,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_70.csv,0.019073,0.0028992,0.045166,0,0.3276800837526512
42951329231,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_65.csv,0.0093079,-0.0022888,4.9365,1,1.1269233346778489
51539835465,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_28.csv,0.025024,0.0013733,0.048828,0,0.30127665102773177
51540411054,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_85.csv,0.018768,0.0,4.9304,1,0.2551335400835466
17180703396,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_77.csv,0.02655,-0.00030518,4.9194,1,0.4583956699127327
51541110009,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_17.csv,0.027313,0.011139,4.9109,1,1.207020099055968
42950723577,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_36.csv,0.027466,-0.00076294,4.9109,1,0.5491908321077617
1652064,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_88.csv,0.034332,-0.0039673,4.9292,1,1.2367911867851575
60130720387,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_6.csv,0.024719,-0.0035095,4.9268,1,0.5256026223191098
34361444186,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_13.csv,0.018158,0.018311,0.040283,0,1.87086687214134
1433724,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_40.csv,0.032196,-0.0048828,4.9109,1,1.1130798242772277
42951341930,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_65.csv,0.017395,0.0094604,0.062256,0,0.9934448613569279
51540744480,file:///home/isaac/Documents/BDA/bda-exercises-3-group-1/data/problem_3/gearbox/Run_2.csv,0.027924,0.01709,0.041504,0,1.8022041142634273
